rank	human_gene_symbol	composite_score	score_mouse_csf	score_human_csf	score_ev	score_brain	score_autophagy	penalties	n_mouse_csf_datasets	mouse_csf_best_tier	d11_tier	d12_validated	d10_detected	d6_brain_detected	d9_isf_detected	ev_present	in_r1	r1_category	r1_tier	is_ambiguous_group	orthology_ambiguous	likely_plasma_derived	feasibility_tier	n_conserved_proteotypic	n_proteotypic_human	n_proteotypic_mouse	module_id	is_hub	module_connectivity	inclusion_count
4431	SNF8	0.18179	0.03869	0.0	0.721173	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4432	USP39	0.181786	0.059524	0.0	0.669055	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4433	GTF3C2	0.181775	0.0	0.0	0.817752	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4434	SLC4A2	0.181765	0.105952	0.0	0.552769	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4435	WNK2	0.181739	0.068452	0.0	0.646254	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4436	RNF114	0.181719	0.11756	0.0	0.52329	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4437	PNKP	0.18169	0.049107	0.0	0.694137	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4438	SRPRA	0.181683	0.053571	0.0	0.682899	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4439	DIP2C	0.181612	0.0	0.0	0.816124	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4440	PPP2R5B	0.18161	0.08631	0.0	0.600326	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4441	DNAAF10	0.181564	0.0	0.0	0.815635	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4442	FNDC10	0.181531	0.0	0.0	0.815309	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4443	XAB2	0.181531	0.0	0.0	0.815309	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4444	SARNP	0.181509	0.107143	0.0	0.547231	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4445	RARS2	0.181471	0.053571	0.0	0.680782	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4446	NFIB	0.181404	0.035714	0.0	0.724756	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4447	PPIH	0.181257	0.026786	0.0	0.745603	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4448	DNMT1	0.181173	0.0	0.0	0.811726	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4449	PIP5K1A	0.181145	0.053571	0.0	0.677524	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4450	CSTF1	0.18111	0.026786	0.0	0.744137	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4451	SERINC1	0.181079	0.044643	0.0	0.699186	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4452	GNAI1	0.181068	0.215476	0.1	0.971987	1.0	0.0	-0.1	2	A	absent	False	True	True	False	True	False			True	False	False								0
4453	RNASEH2A	0.181059	0.0	0.0	0.810586	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4454	GRSF1	0.181028	0.074405	0.0	0.624267	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4455	WDR81	0.181024	0.03869	0.0	0.713518	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4456	NBEA	0.181022	0.125	0.0	0.49772	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4457	ENGASE	0.180934	0.110119	0.0	0.534039	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4458	MRE11	0.180929	0.008929	0.0	0.786971	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4459	USP13	0.180896	0.0	0.0	0.808958	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4460	HMGB3	0.180888	0.032738	0.0	0.727036	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4461	PDE4B	0.180879	0.0	0.0	0.808795	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4462	TARS2	0.180839	0.032738	0.0	0.726547	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4463	ERI3	0.180832	0.074405	0.0	0.622313	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4464	DBR1	0.180831	0.0	0.0	0.808306	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4465	NDUFB10	0.180748	0.191071	0.0	0.329805	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4466	GSPT2	0.180715	0.03869	0.0	0.710423	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4467	SLC4A7	0.180712	0.279264	0.0	0.108958	1.0	0.0	0.0	4	A	absent	False	False	True	False	True	False			False	False	False								0
4468	INPP5A	0.1807	0.0	0.0	0.807003	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4469	KIF13B	0.180665	0.058036	0.0	0.661564	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4470	MMAB	0.180656	0.044643	0.0	0.694951	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4471	SF3B2	0.180619	0.0	0.0	0.806189	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4472	ATP8A1	0.180592	0.110119	0.0	0.530619	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4473	MSRB2	0.180588	0.074405	0.0	0.61987	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4474	MSH6	0.180586	0.0	0.0	0.805863	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4475	GOLGA7	0.180537	0.0	0.0	0.805375	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4476	PSPC1	0.180503	0.095238	0.0	0.566938	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4477	TBCEL	0.180491	0.130952	0.0	0.477524	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4478	PCBD1	0.180437	0.142857	0.0	0.447231	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4479	BYSL	0.180358	0.0	0.0	0.803583	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4480	SCAMP4	0.180326	0.0	0.0	0.803257	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4481	ZFR	0.180303	0.098214	0.0	0.557492	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4482	MON1A	0.180215	0.035714	0.0	0.712866	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4483	PLRG1	0.180197	0.017857	0.0	0.757329	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4484	SF3B6	0.180145	0.03869	0.0	0.704723	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4485	TCERG1	0.18012	0.0625	0.0	0.644951	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4486	PCDHGA6	0.180098	0.0	0.0	0.800977	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4487	RNF31	0.180092	0.050595	0.0	0.67443	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4488	CNOT10	0.18006	0.059524	0.0	0.651792	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4489	NGLY1	0.179996	0.125	0.0	0.487459	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4490	PRRC1	0.17996	0.130655	0.0	0.472964	1.0	0.0	0.0	3	A	absent	False	False	True	False	True	False			False	False	False								0
4491	QKI	0.179872	0.074405	0.0	0.612704	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4492	TRMT61A	0.179844	0.014881	0.0	0.761238	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4493	COL11A2	0.179831	0.359323	0.3	0.0	0.0	0.0	0.0	4	A	C	False	False	False	False	False	False			False	False	False								0
4494	ANAPC7	0.179802	0.029762	0.0	0.723616	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4495	PCYT1A	0.179772	0.113095	0.0	0.514984	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4496	PDK3	0.179721	0.142857	0.0	0.440065	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4497	SLC16A7	0.179613	0.318452	0.0	0.0	1.0	0.0	0.0	3	A	absent	False	False	True	False	False	False			False	False	False								0
4498	PRKCI	0.179496	0.065476	0.0	0.63127	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4499	TRIP10	0.179496	0.122024	0.0	0.489902	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4500	TRAPPC5	0.179435	0.110119	0.0	0.519055	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4501	HEATR5B	0.179421	0.071429	0.0	0.615635	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4502	RBBP5	0.179417	0.035714	0.0	0.704886	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4503	ATL2	0.179383	0.100595	0.0	0.542345	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4504	PALLD	0.179365	0.0	0.0	0.793648	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4505	DDX3X	0.179362	0.34494	0.0	0.93127	1.0	0.0	-0.1	4	A	absent	False	False	True	True	True	False			True	False	False								0
4506	KIFBP	0.179332	0.0	0.0	0.793322	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4507	AASDHPPT	0.179169	0.0	0.0	0.791694	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4508	PDE5A	0.179153	0.113095	0.0	0.508795	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4509	PHKB	0.17913	0.098214	0.0	0.545765	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4510	IBA57	0.179113	0.032738	0.0	0.709283	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4511	PPFIA3	0.179081	0.098214	0.0	0.545277	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4512	TRAPPC11	0.179026	0.092262	0.0	0.559609	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4513	CTNNA2	0.179022	0.104167	0.0	0.529805	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4514	DLGAP4	0.178966	0.089286	0.0	0.56645	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4515	SCLY	0.178965	0.15625	0.0	0.399023	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4516	DCTN5	0.178936	0.03125	0.0	0.711238	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4517	BUD31	0.17885	0.0625	0.0	0.632248	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4518	AP1S2	0.178846	0.083333	0.0	0.58013	1.0	0.0	0.0	1	A	absent	False	False	True	True	True	False			False	False	False								0
4519	OGFOD1	0.178829	0.074405	0.0	0.60228	1.0	0.0	0.0	1	B	absent	False	False	True	True	True	False			False	False	False								0
4520	DHX8	0.17878	0.017857	0.0	0.74316	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4521	CTR9	0.178762	0.0	0.0	0.787622	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4522	WDR70	0.17873	0.0	0.0	0.787296	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4523	DYNC2H1	0.178724	0.107143	0.0	0.519381	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4524	HDAC10	0.17872	0.014881	0.0	0.0	0.0	0.7	0.0	1	B	absent	False	False	False	False	False	True	Positive regulator of Autophagy	upstream_regulators	False	False	False								0
4525	MYCBP2	0.178711	0.08631	0.0	0.571336	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4526	PPOX	0.178693	0.068452	0.0	0.615798	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4527	ARFIP2	0.178669	0.10119	0.0	0.533713	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4528	TLE4	0.178664	0.0	0.0	0.786645	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4529	SKIC2	0.178616	0.0	0.0	0.786156	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4530	UBL4A	0.178606	0.127976	0.0	0.466124	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4531	XRCC1	0.178518	0.0	0.0	0.785179	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4532	MTX2	0.178512	0.107143	0.0	0.517264	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4533	RABGAP1L	0.178489	0.092262	0.0	0.554235	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4534	NOL6	0.178489	0.035714	0.0	0.695603	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4535	TRAPPC13	0.178484	0.03869	0.0	0.688111	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4536	NUP37	0.178473	0.035714	0.0	0.69544	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4537	PELO	0.17838	0.089286	0.0	0.560586	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4538	METTL1	0.178339	0.0	0.0	0.783388	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4539	PDCD4	0.178328	0.053571	0.0	0.649349	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4540	ATRX	0.178297	0.071429	0.0	0.604397	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4541	PRMT3	0.178241	0.0	0.0	0.78241	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4542	TBL1XR1	0.178226	0.065476	0.0	0.618567	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4543	RPP30	0.178225	0.0	0.0	0.782248	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4544	HDDC2	0.178212	0.250893	0.0	0.154886	1.0	0.0	0.0	3	A	absent	False	False	True	False	True	False			False	False	False								0
4545	OTULIN	0.178165	0.053571	0.0	0.64772	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4546	NCOA5	0.178104	0.041667	0.0	0.676873	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4547	DCTN6	0.178091	0.077381	0.0	0.587459	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4548	MCMBP	0.178078	0.0	0.0	0.780782	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4549	IPO8	0.178039	0.041667	0.0	0.676221	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4550	HDAC3	0.178024	0.002976	0.0	0.772801	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4551	CALM1	0.177998	0.715968	0.0	0.990065	1.0	0.0	-0.2	6	A	absent	True	False	True	True	True	False			True	True	False								0
4552	ANKRD28	0.177977	0.077381	0.0	0.586319	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4553	AK7	0.177976	0.011905	0.0	0.0	0.0	0.7	0.0	1	B	absent	False	False	False	False	False	True	Candidate kinases required for basal Autophagy	upstream_regulators	False	False	False								0
4554	ASCC3	0.177958	0.050595	0.0	0.653094	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4555	PAF1	0.177945	0.029762	0.0	0.705049	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4556	NAP1L1	0.177905	0.349405	0.0	0.905537	1.0	0.0	-0.1	3	A	absent	False	False	True	True	True	False			True	False	False								0
4557	VTI1B	0.177877	0.050595	0.0	0.65228	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4558	TSPAN7	0.177869	0.083333	0.0	0.570358	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4559	NUP62	0.17785	0.056548	0.0	0.637134	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4560	LRRC8C	0.177825	0.071429	0.0	0.599674	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4561	DPH1	0.177822	0.044643	0.0	0.666612	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4562	CAMSAP2	0.177816	0.095238	0.0	0.540065	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4563	LDB1	0.177805	0.035714	0.0	0.688762	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4564	POGZ	0.177785	0.0	0.0	0.77785	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4565	ARIH2	0.177735	0.047619	0.0	0.658306	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4566	RAP1A	0.177639	0.424107	0.0	0.716124	1.0	0.0	-0.1	3	A	absent	False	False	True	False	True	False			True	False	False								0
4567	SOS1	0.177609	0.035714	0.0	0.686808	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4568	GAMT	0.177608	0.026786	0.0	0.709121	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4569	AUH	0.177607	0.122024	0.0	0.47101	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4570	TOR1B	0.177602	0.020833	0.0	0.723941	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4571	SYT7	0.177592	0.194145	0.0	0.290554	1.0	0.0	0.0	3	A	absent	True	False	True	False	True	False			False	False	False								0
4572	MICAL3	0.177591	0.122024	0.0	0.470847	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4573	SMARCD1	0.17759	0.0	0.0	0.775896	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4574	AKT2	0.177572	0.123512	0.0	0.466938	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4575	VPS35L	0.177562	0.053571	0.0	0.641694	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4576	UBE2G2	0.177557	0.0	0.0	0.77557	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4577	EXOSC3	0.177524	0.0	0.0	0.775244	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4578	P4HA1	0.177477	0.074405	0.0	0.588762	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4579	NDUFAF3	0.177476	0.0	0.0	0.774756	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4580	PDS5A	0.177465	0.053571	0.0	0.640717	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4581	ATP7A	0.177452	0.032738	0.0	0.692671	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4582	MBD3	0.177427	0.0	0.0	0.774267	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4583	IVNS1ABP	0.177394	0.0	0.0	0.773941	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4584	MED23	0.177378	0.0	0.0	0.773779	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4585	DRAP1	0.177369	0.080357	0.0	0.572801	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4586	STAM2	0.177369	0.080357	0.0	0.572801	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4587	MTMR1	0.177364	0.083333	0.0	0.565309	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4588	IMPACT	0.177362	0.197917	0.0	0.278827	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4589	NME7	0.17734	0.059524	0.0	0.624593	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4590	INTS11	0.177264	0.0	0.0	0.772638	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4591	ATP6V0A4	0.177232	0.008929	0.0	0.0	0.0	0.7	0.0	1	B	absent	False	False	False	False	False	True	mTOR regulators	upstream_regulators	False	False	False								0
4592	HPF1	0.177187	0.044643	0.0	0.660261	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4593	MBLAC2	0.177046	0.050595	0.0	0.643974	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4594	PCYOX1L	0.177039	0.209524	0.0	0.24658	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4595	MED24	0.177032	0.011905	0.0	0.740554	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4596	NMD3	0.177016	0.020833	0.0	0.718078	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4597	ARL15	0.177002	0.03869	0.0	0.67329	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4598	PTPRE	0.176954	0.047619	0.0	0.650489	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4599	COG3	0.176937	0.047619	0.0	0.650326	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4600	MPP1	0.176917	0.292359	0.0	0.038274	1.0	0.0	0.0	3	A	absent	True	False	True	False	True	False			False	False	False								0
4601	UBR1	0.176903	0.08631	0.0	0.553257	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4602	APBA1	0.176902	0.077381	0.0	0.57557	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4603	SLC7A1	0.176889	0.0	0.0	0.768893	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4604	TRRAP	0.176873	0.0	0.0	0.76873	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4605	PDP1	0.176851	0.107143	0.0	0.500651	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4606	KRT76	0.17684	0.667359	0.7	0.0	0.0	0.0	-0.2	6	A	B	True	False	False	True	False	False			False	False	True								0
4607	NUP133	0.176814	0.0625	0.0	0.611889	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4608	HSDL2	0.176807	0.104167	0.0	0.507655	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4609	FKBP8	0.176763	0.10119	0.0	0.514658	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4610	LZTFL1	0.176756	0.133929	0.0	0.432736	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4611	BCKDHB	0.176739	0.077381	0.0	0.573941	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4612	DCUN1D1	0.176731	0.157738	0.0	0.372964	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4613	MTMR9	0.176716	0.0625	0.0	0.610912	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4614	ATP2B3	0.176689	0.085714	0.1	0.252606	1.0	0.0	0.0	1	A	absent	False	True	True	False	True	False			False	False	False								0
4615	PNPO	0.176548	0.169643	0.0	0.341368	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4616	SLC35B2	0.176547	0.0	0.0	0.765472	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4617	TBRG4	0.176526	0.059524	0.0	0.61645	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4618	SLC12A4	0.176525	0.050595	0.0	0.638762	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4619	SF3B4	0.176442	0.07619	0.0	0.573941	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4620	LSM4	0.176441	0.080357	0.0	0.563518	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4621	IGHG1	0.176433	0.0	1.1	0.464332	0.0	0.0	-0.2	0	absent	A	True	True	False	False	True	False			False	False	True					76.0	True	0.5816020753558647	0
4622	TP53RK	0.176417	0.0	0.0	0.764169	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4623	COG2	0.17637	0.074405	0.0	0.577687	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4624	MIPEP	0.176285	0.03869	0.0	0.666124	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4625	PDCL	0.17627	0.0	0.0	0.762704	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4626	PRKRA	0.176248	0.050595	0.0	0.635993	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4627	SUMO1	0.176211	0.110119	0.0	0.486808	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4628	NUMBL	0.176187	0.08631	0.0	0.546091	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4629	EIF2B2	0.176156	0.047619	0.0	0.642508	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4630	DDX42	0.176084	0.032738	0.0	0.67899	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4631	SCAMP2	0.176065	0.0625	0.0	0.604397	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4632	FAM169A	0.176026	0.056548	0.0	0.618893	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4633	ANO6	0.176013	0.035714	0.0	0.670847	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4634	MYCBP	0.175988	0.059524	0.0	0.611075	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
